region;city
Ярославская область;Ростов
Ярославская область;Углич
Москва;Московский
Москва;Зеленоград
Москва;Щербинка
Москва;Троицк
Санкт-Петербург;Сестрорецк
Санкт-Петербург;Ломоносов
Санкт-Петербург;Павловск
Санкт-Петербург;Пушкин
Санкт-Петербург;Петергоф
Санкт-Петербург;Колпино
Санкт-Петербург;Красное Село
Санкт-Петербург;Кронштадт
Санкт-Петербург;Зеленогорск
Еврейская АО;Облучье
Еврейская АО;Биробиджан
Ненецкий АО;Нарьян-Мар
Ханты-Мансийский АО;Советский
Ханты-Мансийский АО;Лянтор
Ханты-Мансийский АО;Покачи
Ханты-Мансийский АО;Ханты-Мансийск
Ханты-Мансийский АО;Урай
Ханты-Мансийский АО;Белоярский
Ханты-Мансийский АО;Когалым
Ханты-Мансийский АО;Нефтеюганск
Ханты-Мансийский АО;Мегион
Ханты-Мансийский АО;Нижневартовск
Ханты-Мансийский АО;Сургут
Ханты-Мансийский АО;Лангепас
Ханты-Мансийский АО;Югорск
Ханты-Мансийский АО;Радужный
Ханты-Мансийский АО;Пыть-Ях
Ханты-Мансийский АО;Нягань
Чукотский АО;Певек
Чукотский АО;Билибино
Чукотский АО;Анадырь
Ямало-Ненецкий АО;Тарко-Сале
Ямало-Ненецкий АО;Надым
Ямало-Ненецкий АО;Лабытнанги
Ямало-Ненецкий АО;Муравленко
Ямало-Ненецкий АО;Салехард
Ямало-Ненецкий АО;Новый Уренгой
Ямало-Ненецкий АО;Губкинский
Ямало-Ненецкий АО;Ноябрьск
Крым;Старый Крым
Крым;Алупка
Крым;Алушта
Крым;Саки
Крым;Феодосия
Крым;Бахчисарай
Крым;Керчь
Крым;Армянск
Крым;Красноперекопск
Крым;Судак
Крым;Джанкой
Крым;Симферополь
Крым;Щелкино
Крым;Евпатория
Крым;Ялта
Крым;Белогорск
Москва;Москва
Санкт-Петербург;Санкт-Петербург
Севастополь;Севастополь
